popularity,original_title,runtime,genres,vote_count,vote_average,release_year,budget,revenue
0.409005,Whip It,111.0,Drama,214,6.6,2009,15246006.5118743,16905823.9948155
0.395616,Solomon Kane,104.0,Adventure|Fantasy|Action|Science Fiction,230,5.5,2009,45738019.5356229,7938087.39051588
0.394989,Survival of the Dead,90.0,Horror|Science Fiction,35,4.6,2009,4065601.73649981,145539.394562786
0.391859,X-Men Origins: Wolverine,107.0,Adventure|Action|Thriller|Science Fiction,2784,6.2,2009,152460065.118743,346726502.499023
0.388026,S. Darko,103.0,Thriller|Crime|Science Fiction|Mystery,63,3.8,2009,4065601.73649981,4167241.7799123
0.378522,Black Dynamite,90.0,Action|Comedy,102,7.4,2009,2947561.25896236,301420.663542793
0.376543,City Island,104.0,Drama|Comedy,51,6.3,2009,6098402.60474972,6780114.57272253
0.370497,Amelia,111.0,Drama|Adventure|Romance,41,5.3,2009,40656017.3649981,19574367.0722036
0.363832,Beyond a Reasonable Doubt,105.0,Drama,42,5.6,2009,25410010.8531238,4460537.3383847
0.353203,New in Town,97.0,Comedy|Romance,50,5.3,2009,8131203.47299962,29486606.9931195
0.348842,Me and Orson Welles,114.0,Comedy|Drama|Romance,24,6.4,2009,25410010.8531238,2374486.23499056
0.347707,Shorts,89.0,Comedy|Family,20,4.8,2009,40656017.3649981,29447669.7088886
0.319532,Sorority Row,101.0,Horror|Mystery|Thriller,92,5.3,2009,12705005.4265619,27652312.1788555
0.292324,Ch̩ri,86.0,Drama|Comedy|Romance,29,5.8,2009,23377209.9848739,9519837.18891286
0.290674,The Joneses,96.0,Comedy|Drama,117,6.0,2009,10164004.3412495,7137903.78794146
0.285353,Fired Up!,90.0,Comedy|Romance,103,5.9,2009,20328008.682499,18904135.3471342
0.278387,Wanted,129.0,Action|Comedy|Crime|Thriller,18,4.9,2009,76.2300325593715,136.197658172743
0.278321,World's Greatest Dad,99.0,Comedy|Romance,67,6.3,2009,10164004.3412495,300600.428392455
0.272422,The Girlfriend Experience,77.0,Comedy|Drama,41,5.5,2009,1727880.73801242,1024493.01438145
0.249295,Post Grad,89.0,Comedy,63,5.1,2009,15246006.5118743,6510293.79867668
0.118533,Paper Heart,88.0,Comedy|Drama|Romance,17,5.1,2009,1016400.43412495,1318241.88744747
0.226009,Crazy Heart,112.0,Drama|Music|Romance,126,6.4,2009,7114803.03887467,40109639.114829
0.220819,Stolen Lives,97.0,Crime|Drama|Mystery|Thriller,12,6.0,2009,2032800.8682499,7425.82157171691
0.182881,Like Dandelion Dust,100.0,Drama|Family,11,7.0,2009,2541001.08531238,358596.237163624
0.190162,I Hope They Serve Beer in Hell,106.0,Comedy|Drama,11,5.6,2009,7114803.03887467,1452740.12409436
0.159638,Beautiful,97.0,Drama|Mystery|Thriller,10,4.4,2009,1524600.65118743,56918.4243109973
0.145905,Did You Hear About The Morgans?,103.0,Comedy,181,5.0,2009,58951225.1792473,86678883.1222845
0.145081,The Grudge 3,90.0,Horror|Thriller,74,5.4,2009,5082002.17062476,39243229.9091683
0.114458,Big Fan,91.0,Comedy|Drama,16,5.7,2009,254100.108531238,236548.905834768
0.166371,Mao's Last Dancer,117.0,Drama|Romance,16,6.7,2009,25410010.8531238,21059258.9912307
0.092519,Down Terrace,89.0,Drama|Action|Comedy,15,6.5,2009,31703.5623412255,10164.0043412495
9.363643,Inception,148.0,Action|Thriller|Science Fiction|Mystery|Adventure,9767,7.9,2010,160000000.0,825500000.0
5.70486,Iron Man 2,124.0,Adventure|Action|Science Fiction,4920,6.6,2010,200000000.0,623933331.0
5.57295,Alice in Wonderland,108.0,Family|Fantasy|Adventure,2853,6.3,2010,200000000.0,1025467110.0
5.29318,Black Swan,108.0,Drama|Mystery|Thriller,2597,7.1,2010,13000000.0,327803731.0
4.840588,Harry Potter and the Deathly Hallows: Part 1,146.0,Adventure|Fantasy|Family,3467,7.4,2010,250000000.0,954305868.0
3.791881,Despicable Me,95.0,Action|Animation|Family,4851,7.1,2010,69000000.0,543513985.0
3.74884,The Expendables,103.0,Action|Thriller,2025,5.9,2010,80000000.0,274470394.0
3.560424,How to Train Your Dragon,98.0,Fantasy|Adventure|Animation|Family,2949,7.4,2010,165000000.0,494878759.0
3.176169,Shutter Island,138.0,Drama|Thriller|Mystery,3554,7.6,2010,80000000.0,294804195.0
2.911727,TRON: Legacy,125.0,Adventure|Action|Science Fiction,2026,6.3,2010,170000000.0,400062763.0
2.865684,Tangled,100.0,Animation|Family,2019,7.3,2010,260000000.0,591794936.0
2.711136,Toy Story 3,103.0,Animation|Family|Comedy,2924,7.5,2010,200000000.0,1063171911.0
2.586787,Salt,100.0,Action|Thriller|Crime|Mystery,1433,6.2,2010,110000000.0,293329073.0
2.440611,127 Hours,94.0,Adventure|Drama|Thriller,1645,6.9,2010,18000000.0,35692920.0
2.332359,Easy A,92.0,Comedy,1303,6.6,2010,8000000.0,74952305.0
2.245241,The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,Adventure|Family|Fantasy,905,6.0,2010,155000000.0,415686217.0
2.225609,Kick-Ass,117.0,Action|Crime,3085,7.0,2010,28000000.0,96188903.0
2.162441,The Tourist,103.0,Action|Thriller|Romance,1084,6.0,2010,100000000.0,278346189.0
2.128799,Prince of Persia: The Sands of Time,116.0,Adventure|Fantasy|Action|Romance,1545,6.1,2010,150000000.0,335154643.0
2.11831,Robin Hood,140.0,Action,844,6.1,2010,200000000.0,310669540.0
2.100704,True Grit,110.0,Drama|Adventure|Western,1084,7.0,2010,38000000.0,252276927.0
2.087252,Clash of the Titans,106.0,Adventure|Fantasy|Action,1530,5.6,2010,125000000.0,232713139.0
2.053855,The Sorcerer's Apprentice,109.0,Fantasy|Adventure|Action|Comedy|Drama,871,5.8,2010,150000000.0,215283742.0
1.923694,The Social Network,120.0,Drama,2022,7.1,2010,40000000.0,224920315.0
1.906739,Scott Pilgrim vs. the World,112.0,Action|Adventure|Comedy,1258,7.2,2010,60000000.0,47664559.0
1.903671,Little Fockers,98.0,Comedy|Romance,717,5.4,2010,100000000.0,310650585.0
1.888263,Predators,107.0,Action|Science Fiction|Adventure|Thriller,722,5.8,2010,40000000.0,126248813.0
1.878018,Percy Jackson & the Olympians: The Lightning Thief,118.0,Adventure|Fantasy|Family,1175,6.0,2010,95000000.0,226497209.0
1.874641,Unstoppable,98.0,Action|Thriller,733,6.2,2010,100000000.0,167805466.0
1.820934,Shrek Forever After,93.0,Comedy|Adventure|Fantasy|Animation|Family,1191,6.0,2010,165000000.0,752600867.0
1.784073,Dear John,115.0,Drama|Romance|War,737,6.5,2010,25000000.0,114977104.0
1.730679,The A-Team,117.0,Thriller|Action|Adventure|Comedy|Crime,1162,6.2,2010,110000000.0,177238796.0
1.720825,RED,111.0,Action|Adventure|Comedy|Crime|Thriller,2064,6.5,2010,58000000.0,71664962.0
1.71986,Machete,105.0,Action|Comedy|Thriller,753,6.2,2010,20000000.0,31327899.0
1.659355,Grown Ups,102.0,Comedy,1144,6.1,2010,80000000.0,271430189.0
1.624483,The Book of Eli,118.0,Action|Thriller|Science Fiction,1506,6.5,2010,80000000.0,157107755.0
1.618371,Date Night,97.0,Comedy,781,5.9,2010,55000000.0,152263880.0
1.614028,The Town,125.0,Crime|Drama|Thriller,930,6.9,2010,37000000.0,154026136.0
1.546212,The Twilight Saga: Eclipse,124.0,Adventure|Fantasy|Drama|Romance,1331,5.9,2010,68000000.0,698491347.0
1.540322,Megamind,95.0,Animation|Action|Comedy|Family|Science Fiction,1190,6.6,2010,130000000.0,321885765.0
1.538276,The Last Airbender,103.0,Action|Adventure|Family|Fantasy,732,4.7,2010,150000000.0,318502923.0
1.419224,The Other Guys,107.0,Action|Comedy|Crime,951,6.1,2010,100000000.0,170432927.0
1.396973,Insidious,103.0,Horror|Thriller,999,6.7,2010,1500000.0,97009150.0
1.386743,Step Up 3D,107.0,Drama|Romance,365,6.5,2010,30000000.0,159291809.0
1.385499,The King's Speech,118.0,Drama|History,1688,7.4,2010,15000000.0,414211549.0
1.365279,Love & Other Drugs,112.0,Drama|Comedy|Romance,756,6.5,2010,30000000.0,102820008.0
1.36053,The Way Back,133.0,Drama|Adventure|History,246,6.7,2010,30000000.0,20348249.0
1.348633,Repo Men,111.0,Action|Science Fiction|Thriller|Crime,375,6.1,2010,32000000.0,18409891.0
1.344701,Last Night,90.0,Drama|Romance,150,6.1,2010,7000000.0,7644937.0
1.325302,Knight and Day,109.0,Action|Comedy,1045,5.9,2010,117000000.0,261930431.0
1.271623,Eat Pray Love,133.0,Drama,407,5.7,2010,60000000.0,204594016.0
1.271367,Blue Valentine,112.0,Drama|Romance,530,6.9,2010,1000000.0,12355734.0
1.255298,The Bounty Hunter,110.0,Action,553,5.5,2010,40000000.0,136000000.0
1.2347,Leap Year,100.0,Romance|Comedy,283,6.3,2010,19000000.0,29922472.0
1.206958,Green Zone,115.0,Action|Adventure|Drama|Thriller,445,6.3,2010,100000000.0,94882889.0
1.203837,Gulliver's Travels,85.0,Comedy,375,5.0,2010,112000000.0,237382724.0
1.202845,The Back-Up Plan,106.0,Comedy|Romance,290,5.7,2010,35000000.0,77477008.0
1.166631,Charlie St. Cloud,99.0,Drama,324,6.8,2010,44000000.0,48190704.0
1.147365,The Switch,101.0,Comedy|Romance|Drama,388,5.8,2010,19000000.0,49830607.0
1.14644,The Runaways,106.0,Drama|Music,133,6.3,2010,10000000.0,2995811.0
1.145806,Valentine's Day,125.0,Comedy|Romance,675,5.6,2010,52000000.0,216485654.0
1.138389,Don't Be Afraid of the Dark,99.0,Fantasy|Horror|Thriller,186,5.4,2010,25000000.0,36993168.0
1.134397,Saw 3D,90.0,Horror|Crime,397,5.8,2010,20000000.0,136150434.0
1.125831,The Karate Kid,140.0,Action|Adventure|Drama|Family,1019,6.1,2010,40000000.0,357852395.0
1.119731,Due Date,95.0,Comedy|Drama,1015,6.2,2010,65000000.0,211780824.0
1.111487,Wild Target,98.0,Action|Comedy,101,6.1,2010,8000000.0,3453043.0
1.107689,From Paris with Love,92.0,Action|Crime|Thriller,432,6.1,2010,52000000.0,52615806.0
1.107358,The Ghost Writer,128.0,Thriller|Mystery,357,6.5,2010,45000000.0,60222298.0
1.084894,It's Kind of a Funny Story,101.0,Comedy|Drama,364,6.9,2010,8000000.0,6491240.0
1.078211,The Next Three Days,133.0,Romance|Drama|Thriller|Crime,570,6.8,2010,30000000.0,51148651.0
1.074308,A Nightmare on Elm Street,95.0,Horror|Mystery|Thriller,423,5.5,2010,35000000.0,115664037.0
1.065023,The Losers,97.0,Action|Adventure|Crime|Mystery|Thriller,298,6.2,2010,25000000.0,23580000.0
1.054685,The Fighter,116.0,Drama,965,7.1,2010,25000000.0,9190869.0
1.047978,Get Him to the Greek,109.0,Comedy,359,5.9,2010,40000000.0,90029656.0
1.023117,Jonah Hex,80.0,Action|Western|Drama|Fantasy|Thriller,252,4.4,2010,47000000.0,10539000.0
1.004446,Vampires Suck,82.0,Horror|Comedy,177,4.3,2010,20000000.0,80547866.0
1.003782,Inside Job,109.0,Documentary,171,7.6,2010,2000000.0,7871522.0
0.997641,Killers,100.0,Action|Comedy|Thriller|Romance,530,5.7,2010,75000000.0,98159963.0
0.992107,Legion,100.0,Horror,376,5.0,2010,26000000.0,67918658.0
0.984762,Sex and the City 2,146.0,Comedy|Drama|Romance,275,5.5,2010,100000000.0,288347692.0
0.982925,You Again,105.0,Comedy|Romance,213,6.0,2010,20000000.0,32005248.0
0.981468,Nanny McPhee and the Big Bang,109.0,Fantasy|Comedy,228,6.0,2010,35000000.0,93246388.0
0.944055,Hot Tub Time Machine,101.0,Science Fiction|Comedy|Adventure,550,5.9,2010,36000000.0,64572262.0
0.919635,Let Me In,116.0,Drama|Horror|Mystery,353,6.6,2010,20000000.0,24145613.0
0.918093,Flipped,90.0,Comedy|Drama|Romance,259,7.2,2010,14000000.0,1755212.0
0.914278,Legend of the Guardians: The Owls of Ga'Hoole,97.0,Animation|Adventure|Family|Fantasy,471,6.5,2010,80000000.0,140073390.0
0.912689,Takers,107.0,Action|Crime|Drama|Thriller,248,6.1,2010,32000000.0,69055695.0
0.912122,Burlesque,119.0,Drama|Romance,341,6.8,2010,55000000.0,89519773.0
0.892355999999999,The Company Men,104.0,Drama,133,6.4,2010,15000000.0,4882577.0
0.878529,Going the Distance,102.0,Comedy|Drama|Romance,172,6.0,2010,32000000.0,42045846.0
0.878074,Faster,98.0,Crime|Drama|Action|Thriller,360,6.2,2010,24000000.0,23081726.0
0.875432,Paranormal Activity 2,91.0,Horror|Thriller,421,5.7,2010,3000000.0,177512032.0
0.856916,Never Let Me Go,104.0,Drama|Romance|Science Fiction,414,6.7,2010,15000000.0,9455232.0
0.856221999999999,The American,104.0,Crime|Drama|Thriller,290,5.6,2010,20000000.0,65464324.0
0.839106999999999,Cop Out,107.0,Action|Comedy|Crime,310,5.5,2010,30000000.0,55583804.0
0.827664,Monsters,94.0,Drama|Thriller|Science Fiction,328,6.3,2010,500000.0,4242978.0
0.82289,Life as We Know It,115.0,Comedy|Romance|Drama,516,6.5,2010,38000000.0,105610124.0
0.804348,Centurion,97.0,Drama|Action|Thriller,198,5.7,2010,12000000.0,6814789.0
0.802711,Beginners,105.0,Drama|Romance|Comedy,204,6.8,2010,3200000.0,5332926.0
0.794885,Shelter,112.0,Horror|Mystery|Thriller,112,5.5,2010,22000000.0,851517.0
0.791799,Stone,105.0,Drama,97,4.9,2010,22000000.0,9479718.0
0.789582,Diary of a Wimpy Kid,94.0,Comedy|Family,190,5.8,2010,15000000.0,75700498.0
0.788144,I Spit on Your Grave,108.0,Thriller|Crime|Horror,269,6.2,2010,2000000.0,572809.0
0.78688,Piranha 3D,88.0,Comedy|Horror,306,5.2,2010,24000000.0,83188165.0
0.778439999999999,Morning Glory,102.0,Comedy|Drama|Romance,246,6.1,2010,40000000.0,58785180.0
0.773316,Conviction,107.0,Drama,87,7.0,2010,12500000.0,6732980.0
0.764791,The Nutcracker: The Untold Story,110.0,Fantasy|Action|Family,28,5.8,2010,90000000.0,16178959.0
0.761889,The Last Exorcism,87.0,Horror|Drama|Thriller,179,5.4,2010,1800000.0,67738090.0
0.756229,Tooth Fairy,101.0,Comedy|Family|Fantasy,282,5.2,2010,48000000.0,112462508.0
0.754168,Fair Game,108.0,Drama|Thriller,129,6.4,2010,22000000.0,24188922.0
0.745434,The Ward,88.0,Horror|Thriller,166,5.9,2010,10000000.0,498974.0
0.740867,Buried,94.0,Drama|Thriller|Mystery,458,6.5,2010,1987650.0,19152480.0
0.73988,Dinner for Schmucks,114.0,Comedy,324,5.4,2010,69000000.0,86387857.0
0.68633,The Kids Are All Right,106.0,Comedy|Drama,280,6.4,2010,4000000.0,34705850.0
0.671484,Skyline,100.0,Science Fiction,304,4.7,2010,10000000.0,66821036.0
0.670027,The Debt,113.0,Drama|Thriller,147,6.1,2010,20000000.0,45636368.0
0.659749,Winter's Bone,100.0,Drama,289,6.7,2010,2000000.0,13831503.0
0.655955,Ca$h,108.0,Crime|Thriller|Comedy,33,5.8,2010,7000000.0,46488.0
0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,82.0,Comedy|Family,60,5.0,2010,85000000.0,112483764.0
0.649289999999999,MacGruber,90.0,Action|Adventure|Comedy,95,5.2,2010,10000000.0,6110000.0
0.640576,How Do You Know,121.0,Comedy|Drama|Romance,136,4.9,2010,120000000.0,48668907.0
0.619772,Rubber,85.0,Comedy|Drama|Fantasy|Horror|Mystery,140,5.6,2010,500000.0,98017.0
0.618078,The Spy Next Door,94.0,Action|Comedy|Family,210,5.4,2010,28000000.0,45236543.0
0.61643,She's Out of My League,104.0,Comedy|Romance,318,5.9,2010,20000000.0,49779728.0
0.602854,Henry's Crime,108.0,Action|Comedy|Thriller,49,5.8,2010,12000000.0,204940.0
0.599676,London Boulevard,103.0,Drama|Crime,151,5.5,2010,25000000.0,4644108.0
0.598275,Hereafter,129.0,Drama|Fantasy,279,5.5,2010,50000000.0,105197635.0
0.597254,My Soul to Take,107.0,Drama|Horror|Mystery|Thriller,75,5.2,2010,25000000.0,19829957.0
0.59643,TEKKEN,92.0,Crime|Drama|Action|Thriller|Science Fiction,110,5.0,2010,30000000.0,967000.0
0.591206,The Conspirator,122.0,Crime|Drama|History,78,5.9,2010,25000000.0,15478800.0
0.579188,Death at a Funeral,92.0,Comedy,134,5.7,2010,21000000.0,49050886.0
0.564203,Hesher,106.0,Drama,104,6.2,2010,7000000.0,382946.0
0.554060999999999,Animal Kingdom,113.0,Drama|Thriller|Crime,117,6.7,2010,5000000.0,1000000.0
0.552064999999999,Marmaduke,87.0,Family|Comedy,75,4.9,2010,50000000.0,83761844.0
0.535535,Wall Street: Money Never Sleeps,133.0,Drama|Crime,325,5.8,2010,70000000.0,134748021.0
0.534192,Carlos,338.0,Crime|Drama|Thriller|History,35,6.2,2010,18000000.0,871279.0
0.514465,Another Year,129.0,Comedy|Drama,46,6.7,2010,8000000.0,18124262.0
0.513857,Everything Must Go,97.0,Comedy|Drama|Romance,111,5.8,2010,5000000.0,2614773.0
0.512957,The Crazies,101.0,Mystery|Horror|Action,320,6.1,2010,20000000.0,54956140.0
0.498635,Rabbit Hole,91.0,Drama,73,6.6,2010,5000000.0,5129058.0
0.495162,Alpha and Omega,88.0,Family|Animation,84,5.5,2010,20000000.0,39300000.0
0.470249,Yogi Bear,80.0,Comedy|Family|Animation|Adventure,146,5.1,2010,80000000.0,201584141.0
0.455662,StreetDance 3D,98.0,Drama,54,5.8,2010,5773100.0,18144030.0
0.443893,Super,96.0,Comedy|Action|Drama,211,6.6,2010,2500000.0,324138.0
0.443807,The Tempest,110.0,Fantasy|Drama,16,6.1,2010,20000000.0,346594.0
0.406941,Country Strong,117.0,Drama|Romance,49,5.9,2010,15000000.0,20529194.0
0.393626,"Tomorrow, When the War Began",103.0,Action|Adventure|Drama,112,6.5,2010,27000000.0,16504936.0
0.375979,Extraordinary Measures,105.0,Drama,44,5.8,2010,31000000.0,15134293.0
0.368927,Devil,80.0,Horror|Mystery|Thriller,433,5.6,2010,10000000.0,33583175.0
0.312595,Our Family Wedding,103.0,Comedy,26,5.9,2010,14000000.0,21409028.0
0.332904,Halo Legends,93.0,Action|Animation|Science Fiction,19,7.2,2010,100000.0,1000000.0
0.328667,Barney's Version,134.0,Comedy|Drama,70,6.9,2010,30000000.0,8454301.0
0.3261,Edge of Darkness,117.0,Crime|Drama|Mystery|Thriller,276,6.0,2010,80000000.0,74901339.0
0.318587,4.3.2.1,117.0,Action|Thriller|Crime|Romance,37,5.9,2010,4600000.0,1163967.0
0.315527,Dirty Girl,90.0,Drama|Comedy,36,6.2,2010,4000000.0,55125.0
0.346071,Catfish,87.0,Documentary,125,6.4,2010,30000.0,3045943.0
0.302377,Furry Vengeance,92.0,Comedy,75,4.7,2010,35000000.0,39340177.0
0.301054,Casino Jack,108.0,Crime|Comedy|Drama,43,6.0,2010,12500000.0,1083683.0
0.29666,Hatchet II,89.0,Horror|Comedy|Thriller,42,5.1,2010,2500000.0,52604.0
0.283241,Dylan Dog: Dead of Night,107.0,Action|Comedy|Horror|Mystery|Science Fiction,69,4.9,2010,20000000.0,4634062.0
0.275607,Howl,84.0,Drama,45,6.8,2010,30000.0,617000.0
0.27519,Freakonomics,93.0,Documentary,25,6.7,2010,3000000.0,103735.0
0.271381,The Perfect Game,118.0,Drama|Family,12,5.7,2010,12500000.0,3878993.0
0.2596,Stake Land,98.0,Drama|Horror|Action|Thriller|Science Fiction,143,6.2,2010,650000.0,33245.0
0.25054,The Warrior's Way,100.0,Adventure|Fantasy|Action|Western|Thriller,74,6.4,2010,425000000.0,11087569.0
0.246578,Burke & Hare,91.0,Comedy|Thriller,75,6.0,2010,10000000.0,4349187.0
0.241541,Inhale,100.0,Drama|Action|Thriller,21,5.9,2010,10000000.0,55089.0
0.240403,Four Lions,101.0,Comedy|Crime|Drama,262,7.0,2010,967686.0,4270000.0
0.216503,Waste Land,90.0,Documentary|Foreign,23,7.8,2010,1500000.0,187716.0
0.214381,The Extra Man,108.0,Comedy,18,5.9,2010,7000000.0,453079.0
0.385851,The Romantics,95.0,Comedy|Drama|Romance,46,4.8,2010,4500000.0,123820.0
0.181532,Balada triste de trompeta,101.0,Drama|Action|Thriller|Foreign,44,6.2,2010,7000000.0,3218666.0
0.140251,Why Did I Get Married Too?,121.0,Comedy|Romance,21,6.0,2010,20000000.0,60072596.0
0.131526,Resident Evil: Afterlife,97.0,Action|Adventure|Horror|Science Fiction,882,5.8,2010,60000000.0,296221663.0
0.276322,Vanishing on 7th Street,92.0,Drama|Horror|Thriller,83,4.8,2010,10000000.0,1068682.0
0.028227,Action Replayy,100.0,Drama|Comedy|Romance|Foreign,11,4.9,2010,10000000.0,5000000.0
0.06324,Secretariat,123.0,Drama,52,6.6,2010,35000000.0,60251371.0
0.028456,Boy,87.0,Drama|Comedy,26,7.3,2010,3.0,43.0
8.947905,Fight Club,139.0,Drama,5923,8.1,1999,82470329.3354423,132022892.45437
7.753899,The Matrix,136.0,Action|Science Fiction,6351,7.8,1999,82470329.3354423,606768749.6621
3.55571999999999,American Beauty,122.0,Drama,1756,7.7,1999,19635792.6989148,466411079.770931
3.526029,Star Wars: Episode I - The Phantom Menace,136.0,Adventure|Action|Science Fiction,2823,6.3,1999,150541077.358347,1209980530.45701
2.94377,The Mummy,124.0,Adventure|Fantasy|Horror|Action|Thriller,1562,6.3,1999,104724227.727545,544416081.923668
2.719461,The Green Mile,189.0,Fantasy|Drama|Crime,2299,8.0,1999,78543170.7956593,372556440.140744
2.578731,The Sixth Sense,107.0,Mystery|Thriller|Drama,1753,7.5,1999,52362113.8637728,880738991.74917
2.129874,The World Is Not Enough,128.0,Adventure|Action|Thriller,509,6.0,1999,176722134.290233,473657733.210055
2.069357,Cruel Intentions,97.0,Drama|Romance|Thriller,505,6.5,1999,13745054.8892403,99360001.4451943
2.065619,Sleepy Hollow,105.0,Drama|Fantasy|Thriller|Mystery,932,6.7,1999,130905284.659432,269758486.295067
1.825695,American Pie,95.0,Comedy|Romance,1405,6.4,1999,14399581.3125375,308259696.710782
1.820318,Entrapment,112.0,Romance|Drama|Mystery,355,5.9,1999,86397487.8752252,278048579.212947
1.810197,Toy Story 2,92.0,Animation|Comedy|Family,2272,7.2,1999,117814756.193489,634910500.711404
1.769152,10 Things I Hate About You,97.0,Comedy|Romance|Drama,947,7.2,1999,20944845.5455091,70005745.4329437
1.72385,Notting Hill,124.0,Comedy,688,6.8,1999,54980219.5569615,476350818.832191
1.560867,Austin Powers: The Spy Who Shagged Me,95.0,Crime|Adventure|Action|Comedy|Science Fiction,583,6.0,1999,43198743.9376126,407037004.698583
1.43163,Boys Don't Cry,118.0,Crime|Drama,170,7.0,1999,2618105.69318864,15107264.4447763
1.427794,The Insider,157.0,Drama|Thriller,249,7.1,1999,117814756.193489,78922680.9245212
1.348628,Galaxy Quest,102.0,Comedy|Family|Science Fiction,406,6.6,1999,58907378.0967445,118710038.38012
1.329827,Eyes Wide Shut,159.0,Drama,623,6.8,1999,85088435.0286309,212185957.240312
1.328465,Being John Malkovich,112.0,Fantasy|Drama|Comedy,607,7.1,1999,17017687.0057261,29929655.4271825
1.320079,Analyze This,103.0,Comedy|Crime,260,6.3,1999,104724227.727545,231552674.126609
1.309249,Stuart Little,84.0,Fantasy,502,5.6,1999,174104028.597044,392893056.534981
1.254522,The Bone Collector,118.0,Drama|Mystery|Thriller|Crime,463,6.5,1999,95560857.8013855,198313200.318728
1.221973,Wild Wild West,106.0,Action|Adventure|Comedy|Drama|Science Fiction,626,5.2,1999,222538983.921034,290746764.904973
1.189386,The 13th Warrior,102.0,Adventure|Fantasy|Action,275,6.2,1999,209448455.455091,80767119.3676855
1.17388799999999,End of Days,121.0,Action|Fantasy|Horror|Mystery,247,5.4,1999,130905284.659432,277504860.185956
1.152354,The Cider House Rules,126.0,Drama,145,6.6,1999,31417268.3182637,115910204.734556
1.150934,The Iron Giant,86.0,Adventure|Animation|Family|Fantasy|Science Fiction,877,7.5,1999,91633699.2616025,30316754.1353961
1.139223,Deep Blue Sea,105.0,Horror|Action|Thriller|Science Fiction,336,5.5,1999,78543170.7956593,96409422.5100276
1.050599,Payback,100.0,Drama|Action|Thriller|Crime,305,6.5,1999,117814756.193489,211577133.779048
1.03785,Runaway Bride,116.0,Comedy|Romance,253,5.7,1999,91633699.2616025,405096233.056438
1.022028,She's All That,95.0,Comedy|Romance,248,5.6,1999,13090528.4659432,135051040.625015
0.993492,Double Jeopardy,105.0,Drama|Mystery|Thriller|Crime,144,6.1,1999,91633699.2616025,232803997.742669
0.992316,The Boondock Saints,108.0,Action|Thriller|Crime,521,7.1,1999,7854317.07956593,39888.1492885755
0.968204,Office Space,89.0,Comedy|Crime,669,7.3,1999,13090528.4659432,16792285.1232296
0.941202,The Virgin Suicides,97.0,Drama|Romance,460,7.0,1999,7854317.07956593,13626424.5931234
0.937873,Bicentennial Man,131.0,Comedy|Science Fiction,538,6.7,1999,130905284.659432,122658251.725888
0.934621,The Blair Witch Project,81.0,Horror|Mystery,522,6.3,1999,32726.321164858,324645105.955391
0.920974,The Ninth Gate,133.0,Horror|Mystery|Thriller,384,6.2,1999,49744008.1705842,76451170.8234112
0.92088,The Hurricane,146.0,Drama,226,7.3,1999,65452642.3297161,96812627.8044657
0.907305,The Thirteenth Floor,100.0,Thriller|Science Fiction|Mystery,189,6.5,1999,20944845.5455091,24301372.2408275
0.876587,Big Daddy,93.0,Comedy|Drama,479,6.2,1999,44769607.3535258,307368089.035491
0.823494,8MM,123.0,Thriller|Crime|Mystery,248,6.0,1999,52362113.8637728,126478982.96019
0.82073,Dogma,130.0,Fantasy|Comedy|Adventure,472,6.6,1999,13090528.4659432,40126252.9108426
0.778786,The Haunting,113.0,Horror|Thriller|Fantasy|Mystery,178,5.3,1999,104724227.727545,119371095.668069
0.746054,Forces of Nature,105.0,Comedy,81,5.2,1999,98178963.4945741,122904589.29056
0.744837,Blast from the Past,112.0,Comedy|Romance,114,6.2,1999,45816849.6308012,52706420.9434841
0.731802,Message in a Bottle,131.0,Drama,112,5.7,1999,104724227.727545,155620223.347978
0.72669,The General's Daughter,116.0,Crime|Drama|Mystery|Thriller,103,5.9,1999,78543170.7956593,195972871.712428
0.725013,Stigmata,103.0,Horror|Thriller,103,5.8,1999,37962532.5512353,65507271.7231101
0.716336,Stir of Echoes,99.0,Horror|Mystery|Thriller,155,6.3,1999,15708634.1591318,27664327.6946754
0.682531,Magnolia,188.0,Drama,430,7.3,1999,48434955.3239899,63425970.6397773
0.671069999999999,The Bachelor,101.0,Comedy,46,4.5,1999,66761695.1763104,48319257.3062493
0.654013,Virus,99.0,Horror|Action|Science Fiction,60,4.9,1999,98178963.4945741,18340733.6272506
0.640331,The Talented Mr. Ripley,139.0,Thriller|Crime|Drama,435,6.9,1999,52362113.8637728,168603735.434659
0.637814,Lake Placid,82.0,Horror|Comedy|Action|Science Fiction|Thriller,112,5.3,1999,35344426.8580467,74446377.3336976
0.63765,Detroit Rock City,95.0,Comedy,38,6.4,1999,44507796.7842069,5520426.39516561
0.636432,Mystery Men,121.0,Adventure|Fantasy|Action|Comedy|Science Fiction,115,5.4,1999,89015593.5684139,38960045.2199215
0.617279,Fantasia 2000,74.0,Music|Animation|Family|Fantasy,168,6.9,1999,104724227.727545,118959614.541535
0.614402,Go,98.0,Crime|Comedy|Thriller,82,6.9,1999,8508843.50286309,37244676.7693256
0.614007,Never Been Kissed,107.0,Romance|Comedy|Drama,196,5.7,1999,32726321.164858,110700355.054403
0.585123,Three Kings,114.0,Action|Adventure|Comedy,412,6.3,1999,98178963.4945741,141377707.432186
0.581756,Man on the Moon,118.0,Comedy|Drama|Romance,226,6.6,1999,107342333.420734,62094175.6180791
